leader,tweets,sentiment
Justin Trudeau,The JustinTrudeau is sending mixed signals on the border Telling us not to travel but not stopping incoming flights Say,neutral
Justin Trudeau,The JustinTrudeau is sending mixed signals on the border Telling us not to travel but not stopping incoming flights Say,neutral
Justin Trudeau,The JustinTrudeau is sending mixed signals on the border Telling us not to travel but not stopping incoming flights Say,neutral
Justin Trudeau,PalmerReport realDonaldTrump JustinTrudeau he is infecting you too with all the space he rents in your head for free You need lots of testing not just for coronavirus,positive
Justin Trudeau,The JustinTrudeau is sending mixed signals on the border Telling us not to travel but not stopping incoming flights Say,neutral
Justin Trudeau,The JustinTrudeau is sending mixed signals on the border Telling us not to travel but not stopping incoming flights Say,neutral
Justin Trudeau,The JustinTrudeau is sending mixed signals on the border Telling us not to travel but not stopping incoming flights Say,neutral
Justin Trudeau,JustinTrudeau Trudeau thread on Coronavirus action One important Tweet missing about stopping flights from Coronavirus,positive
Justin Trudeau,Wednesday Seattle Ohio amp NY truths will be widespread by then Close the US border within forty-eight hours JustinTrudeau ere,neutral
Justin Trudeau,lopezobrador_ Unfortunately this is the president we have in lopezobrador_ A populist he just does not care abo,negative
Justin Trudeau,I wish JustinTrudeau was smart like realDonaldTrump and would stop incoming flights from coronavirus areas A sad day for Canada we will get worse until he follows Trump who cares about his country Canadians are outraged at this,negative
Justin Trudeau,more2mm OmarAlghabra JustinTrudeau Clearly the media got a call from Trudeau s PMO due to his tanking numbers amp abysmal h,negative
Justin Trudeau,JustinTrudeau Trudeau thread on Coronavirus action One important Tweet missing about stopping flights from Coronavirus,positive
Justin Trudeau,tweetheart717 JustinTrudeau Hmmm maybe tweetheart717 s understanding of homeisolation If you are in a room with other people keep a distance of at least two meters from others and wear a mask that covers your nose and mouth,negative
Justin Trudeau,JustinTrudeau Trudeau thread on Coronavirus action One important Tweet missing about stopping flights from Coronavirus,positive
Justin Trudeau,YoniFreedhoff rexglacer Thank JustinTrudeau who did not have the foresight to think we might need our supplies before he sent them all to China,neutral
King Salman,MUST READ RIDICULOUS HOW THEY ARE DANGER TO HUMANITY SOCIETY COMMUNITY NATION COMING BACK FROM RELIGIOUS PLACE WHICH TAUGHT HUMANITY AND SEE WHAT THEY TAUGHT HH KingSalman Dear MbSofKSA HH MohamedBinZayed HH KingAbdullahII PMOIndia,negative
King Salman,Evil CoronaVirus Politicians kill more than any other virus ThinkAboutPoliticalViruses realD,negative
King Salman,Evil CoronaVirus Politicians kill more than any other virus ThinkAboutPoliticalViruses realD,negative
King Salman,Evil CoronaVirus Politicians kill more than any other virus ThinkAboutPoliticalViruses realD,negative
King Salman,Evil CoronaVirus Politicians kill more than any other virus ThinkAboutPoliticalViruses realD,negative
King Salman,Evil CoronaVirus Politicians kill more than any other virus ThinkAboutPoliticalViruses realD,negative
King Salman,Evil CoronaVirus Politicians kill more than any other virus ThinkAboutPoliticalViruses realD,negative
King Salman,Evil CoronaVirus Politicians kill more than any other virus ThinkAboutPoliticalViruses realDonaldTrump KingSalman RTarabic BBCArabic UN,negative
King Salman,Spa_Eng KingSalman should not the SaudiMOH be distributing and announcing the funds are not they in a better position to make decisions Why are you funding the private sector only If it is a global emergency private amp public partnership like in the US is crucial,positive
King Salman,I am not a guest in your house said the lord God Jesus Christ CC realDonaldTrump VP SecPompeo CC Egypt AlsisiOfficial RaniaAlMashat Israel PresidentRuvi netanyahu gantzbe SaudiArabia KingSalman rbalsaud open_Genesis COVIDãƒ¼19 coronavirus MWLOrg_en USCIRF,neutral
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,TheEconomist realDonaldTrump JustinTrudeau ImranKhanPTI P_Musharraf BorisJohnson jeremycorbyn SadiqKhan KingSalman RTErdogan GermanyDiplo SaudiEmbassyUSA Chinamission2un ChinaEUMission trpresidency MFATurkey UKParliament mfa_russia UAEmGov UN EmmanuelMacron OfficialDGISPR statedeptspox MOI_QatarEn dwnews peaceforchange arsched ARYSabirShakir samiabrahim MoeedNj sikh_coalition SikhFeminist PreetKGillMP SikhProf sikhchannel thecaravanindia RanaAyyub sherryontopp RepJayapal Rep_Watkins WhatsApp indiatvnews ZeeNews ndtv ABPNewsTV TimesNow timesofindia aajtak PMOIndia ANI As far as Kashmiris are Concerned IgnorantFanaticHinduTerroristModi never Won One election in Kashmir Really hope AllStarPresidentTrump will start saying these words CoronaVirus officially came from China may be the punishment of UigherMuslim abduction but spiritually,positive
King Salman,TheEconomist realDonaldTrump JustinTrudeau ImranKhanPTI P_Musharraf BorisJohnson jeremycorbyn SadiqKhan KingSalman RTErdogan GermanyDiplo SaudiEmbassyUSA Chinamission2un ChinaEUMission trpresidency MFATurkey UKParliament mfa_russia UAEmGov UN EmmanuelMacron OfficialDGISPR statedeptspox MOI_QatarEn dwnews peaceforchange arsched ARYSabirShakir samiabrahim MoeedNj sikh_coalition SikhFeminist PreetKGillMP SikhProf sikhchannel thecaravanindia RanaAyyub sherryontopp RepJayapal Rep_Watkins WhatsApp indiatvnews ZeeNews ndtv ABPNewsTV TimesNow timesofindia aajtak PMOIndia ANi been FORCED to show the RealityOfBrutalMurdersAndAbduction of Innocents As day by day WholeWorld is getting educated that this CoronaVirus is a GodsPunishment which have Brought the WholeWorld to SameScenario which PoorKashmiris been brought to,negative
King Salman,Ay realDonaldTrump azzurri KingSalman FranceinPak UN hrw amnesty How It Feels When No Institutions Open No Games No,neutral
King Salman,Ay realDonaldTrump azzurri KingSalman FranceinPak UN hrw amnesty How It Feels When No Institutions Open No Games No Gatherings No Activities CoronaVirusUpdates COVID ÙƒÙˆØ±ÙˆÙ†Ø§ coronavirus KashmirLockdown KashmirBleeds KashmirUnderSiege,neutral
King Salman,We stand with AllNation to fight against coronavirus PMOIndia 10DowningStreet Queen_Europe Europarl_EN AustradeCEO AusCG_Mumbai healthgovau realDonaldTrump IndEmbMoscow IndiainItaly EOIBeijing AAI_Official Prince___Salman HHShkMohd KingSalman IRANinMumbai,neutral
King Salman,NBCNews OfficialDGISPR realDonaldTrump CNN FoxNews ABC KingSalman arabnews ChinaPlusNews ARYNewsPM seventy-eight billions people who are at risk of dying of coronavirus we need modern medicines NOT modern weapons Mankind stand up for what is right before you are put down,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Birds Doing tawaf_E_kaaba when nobody was doing Mecca Coronavirus KingSalman Saudi,neutral
King Salman,florence_parly Coronavirus KingSalman Every country out their is not separation of church and state or a belief in m,neutral
King Salman,florence_parly Coronavirus KingSalman Every country out their is not separation of church and state or a belief in medicine or education to being doctors or surgeons but all of the world will wants yours Read I have more please and thank you very much,positive
King Salman,Birds Doing tawaf_E_kaaba when nobody was doing Mecca Coronavirus KingSalman Saudi,neutral
King Salman,There are reports that Uyghur Muslim Prisoners are being killed in China to harvest their organs like Lungs and Kidneys to treat dying coronavirus patients Illegal Organ Trade is nothing new in China Why Muslim World is silent UN ImranKhanPTI rterdogan_ar KingSalman,negative
King Salman,Birds Doing tawaf_E_kaaba when nobody was doing Mecca Coronavirus KingSalman Saudi,neutral
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecia,neutral
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecialops NYCMayorsOffice NYPDHighway NYPDTransit NYPDTransport news_ntd Jim_Jordan CPAC France24_en CBSNews KingSalman UN NYSE Nasdaq NYPDCT 10NewsWTSP AmbJohnBolton Iran ARG_AFG IraqiPresidency LBpresidency AnnaPrictor HMSQNLZ euronews nypost united nations for a order and a transfer out of ambassador and un s associates and have India and the swiss mail it all for you and seal it in a envelopes if a mexico and said no money and no delivery paidments el chapo said and you all die out a coronavirus from mexico and a,neutral
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecialops NYCMayorsOffice NYPDHighway NYPDTransit NYPDTransport news_ntd Jim_Jordan CPAC France24_en CBSNews KingSalman UN NYSE Nasdaq NYPDCT 10NewsWTSP AmbJohnBolton Iran ARG_AFG IraqiPresidency LBpresidency AnnaPrictor HMSQNLZ euronews New York Post nypost3hBrazil President Jair Bolsonaro tested for coronavirus after calling crisis fantasy European parliament is all running a drug operations cartel queen Elizabeth and king Edinburgh you ever sniff cocaine before call the,positive
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecia,neutral
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecialops NYCMayorsOffice NYPDHighway NYPDTransit NYPDTransport news_ntd Jim_Jordan CPAC France24_en CBSNews KingSalman UN NYSE Nasdaq animals and people Coronavirus infections in people are common throughout the world They do not usually because serious illness a isis illustrations is what the name is of this being called one nasal secretions blood or other body fluids a measures of,negative
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecia,neutral
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecialops NYCMayorsOffice NYPDHighway NYPDTransit NYPDTransport news_ntd Jim_Jordan CPAC France24_en CBSNews KingSalman UN NYSE Nasdaq MaraLago tested positive mar a lago positive but tested for what Coronavirus testing looks for signs of a coronavirus infection in nasal secretions blood or other body fluids Coronaviruses are types of viruses that infect the respiratory system They are found in both,positive
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecialops NYCMayorsOffice NYPDHighway NYPDTransit NYPDTransport news_ntd Jim_Jordan CPAC France24_en CBSNews KingSalman MaraLago tested positive mar a lago positive but tested for what Coronavirus testing looks for signs of a coronavirus infection in nasal secretions blood or other body fluids Coronaviruses are types of viruses that infect the respiratory system They are found in both,positive
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecia,neutral
King Salman,NYPDChiefofDept NYPDnews NYCMayor nycemergencymgt NYPDShea NYPDDCPI NYPDChiefPatrol NYPDDetectives NYPDSpecialops NYCMayorsOffice NYPDHighway NYPDTransit NYPDTransport news_ntd Jim_Jordan CPAC France24_en CBSNews KingSalman UN NYSE Nasdaq tests Coronavirus testing looks for signs of a coronavirus infection in nasal secretions blood or other body fluids why and what said the tests all have to match and look for a coronavirus to test positive for a disease blood secretion x ray swab chest areas,positive
King Salman,what a beautiful world this is if realDonaldTrump Prince___Salman and another world Governmental leaders and the NGOs hand in hand in helping Iran fight against coronavirus and ignore political conflicts for the sake of humanity HassanRouhani KingSalman JustinTrudeau,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,KSA should give paid vacation to all Pakistanis being sent back to Pakistan out of fear of CoronaVirus otherwise Pakistan will call back its forces OfficialDGISPR also from Saudi ArabiaStop treating Pakistanis like untouchables KingSalman media_ksa MojKsa_EN KSAmofaEN,neutral
King Salman,CoronaVIRUS _HeresMorekindOf MR_immigrationDoors_RoadDoors_OfficePortWhrYouWantSchools TeamTrump Think_irInformedBefore FBI CIA POTUS HHShkMohd KingSalman NowWhtsHappIN WSJ WHO caressThePlanets 2454abudhabi PDChina DoMakeTheProduct TIME Trust_IME,neutral
King Salman,CoronavirusOutbreak Kenya does not have Coronavirus victims like other Middle Eastern countries amp Asian countries have putting travel ban to Kenya it is unfair when Kenya have the LOWEST reported Coronavirus KingSalman SaudiNews50 media_ksa saudiarabia CICSaudi KSAmofaEN,negative
King Salman,Your Chances with the COVID19 CoronaVirus narendramodi realDonaldTrump BorisJohnson KingSalman KensingtonRoyal RoyalFamily,neutral
King Salman,Saudi_Gazette WaldorfNYC NYCCouncil KingSalman and if you ask me to the president of Iraq these people are all wro,neutral
King Salman,Saudi_Gazette WaldorfNYC NYCCouncil KingSalman and if you ask me to the president of Iraq these people are all wrong it is almost as if every person is purposely and deliberately selling coronavirus who is ever worked for Los Angeles underneath a government entitlement evil in hosts as the mosts,negative
King Salman,Aramco KingSalman SaudiVision2030 A new jobs program that realDonaldTrump will be discussing tonight in an effort to boost the economy and fight coronavirus at the same time,positive
King Salman,This picture is doing rounds on social media A human made hand sanitizer in Saudi_Aramco Aramco amid coronavirus crisis If this is true then KingSalman SaudiMOH SaudiVision2030 must stop this practice and value every human being equal You saudis are no Superior thn any1,positive
King Salman,carlquintanilla SquawkCNBC BeckyQuick andrewrsorkin NewDay kaitlancollins FoxBusinessAM MorningsMaria cspanwj KremlinRussia_E SquawkStreet MedvedevRussiaE KSAmofaEN KingSalman SecPompeo jimcramer coronavirus COVID19 Impact Crazy DeflationInflation Mutation Leading To HYPER Inflation Because Of The Micro Main Street Economic EffectsNO Costumer TrafficClosures amp Global Supply Chain ShortageItaly Closing Some Strange amp StrongUnknown Dynamics At Work Now davidfaber,negative
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,rusneftesnab OPECSecretariat VladimirPutin53 KingSalman During these disastrous coronavirus related low oil demand days Russia wants to punish US oil companies Saudis want to punish Russia And oil crashes more than ten in one day These are the most stupid acts by both sides,negative
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,DrTedros KingSalman WHO VALENCIA Spain and coronavirus,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,KSAmofaEN KingSalman WHO Thank you Saudi Arabia for this kind donation to help fight COVID19 Coronavirus,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Saudi Arabia Donates ten million to WHO to Fight Coronavirus Coronavirus SaudiArabia KingSalman KSAembassyza FaizelPa,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Saudi Arabia Donates ten million to WHO to Fight Coronavirus Coronavirus SaudiArabia KingSalman KSAembassyza FaizelPa,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Custodian of the Two Holy Mosques KingSalman has issued directives to grant ten million in financial support to the WHO to fight coronavirus KSA Corona Health Safety,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,Saudi Arabia Donates ten million to WHO to Fight Coronavirus Coronavirus SaudiArabia KingSalman KSAembassyza FaizelPa,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Saudi Arabia Donates ten million to WHO to Fight Coronavirus Coronavirus SaudiArabia KingSalman KSAembassyza KSAmofaEN media_ksa MoHU_En kbsalsaud rbalsaud KSAmofaEN,neutral
King Salman,Saudi Arabia Donates ten million to WHO to Fight Coronavirus Coronavirus SaudiArabia KingSalman KSAembassyza FaizelPatel143,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,DrTedros KingSalman WHO I would be more grateful to his highness KingSalman amp Crown Prince MohammedBinSalman to not pledging this amount of money to the thieves of WHO who were the direct because of spreading this epidemy AllHailKSA coronavirus COVID19,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Saudi Arabia s King KingSalman issues a royal order Touching Kaaba forbidden as Mecca s Grand Mosque partially reopens,positive
King Salman,Saudi Arabia s King KingSalman issues a royal order Touching Kaaba forbidden as Mecca s Grand Mosque partially reopens,positive
King Salman,Saudi Arabia s King KingSalman issues a royal order Touching Kaaba forbidden as Mecca s Grand Mosque partially reopens,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Saudi Arabia s King KingSalman issues a royal order Touching Kaaba forbidden as Mecca s Grand Mosque partially reopens after a barrier was put up as a precautionary measure against the spread of coronavirus For me it is a good news rather than completely closing the doors,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiEmbassyUK KateStewart22 KingSalman WHO This action of King Salman will be blessed by God coronavirus COVID19 Iran,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,obtuse_moose DrTedros KingSalman WHO talk about coronavirus and help countries poor not jamal,negative
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,KingSalman KingSalman has declared that SaudiArabia will provide ten million USD to the WHO in order to assist with eff,neutral
King Salman,Thank you KingSalman for trying to save people s lives around the world against coronavirus Thank you KSAMOFA I wish more countries will follow the same strategy by donating to those who are in need,positive
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,KingSalman KingSalman has declared that SaudiArabia will provide ten million USD to the WHO in order to assist with efforts to counter the CoronaVirus COVID2019 The Saudi government and its people have proven to be at the forefront in confronting this virus,neutral
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and don,positive
King Salman,DrTedros KingSalman WHO Very good to see your message of thanks here SaudiArabia is a very generous country and donates billions every year to humanitarian causes via KSRelief_EN God bless KingSalman for his kind gesture This will help global efforts to combat coronavirus,positive
King Salman,DrTedros WHO KingSalman Be well used to teach china how to not eat live animals like cowards and cavepeople do the a favour after all china has no feeling of goodness towards any any species or doing anything other than destroying all the beauty on Sars coronavirus endless disease from them,negative
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World He,neutral
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,Under the directive of KingSalman the Kingdom of SaudiArabia provides ten Million in financial support to the World Health Organization in response to urgent appeal by WHO to boost international measures to counter the new Coronavirus epidemic COVID19,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,SaudiArabia Arabia has kindly donated ten million to help global efforts to combat coronavirus Thank you KingSalman,positive
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,Under the Directive of the Custodian of the Two Holy Mosques KingSalman the Kingdom of Saudi Arabia provides US ten mi,neutral
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABI,neutral
King Salman,UNDER THE DIRECTIVE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES KINGSALMAN BIN ABDULAZIZ AL SAUD THE KINGDOM OF SAUDI ARABIA PROVIDES ten MILLION IN FINANCIAL SUPPORT TO THE WORLD HEALTHORGANIZATION TO COMBAT CORONAVIRUS COVID19,neutral
